check,expiry,K1,K2,K3,C1,C2,C3,B_value,B_exec,executable,k_bucket,expiry_short,expiry_long,T_short,T_long,w_short,w_long,k_short,k_long
butterfly,2026-09-18 00:00:00,7005.0,7010.0,7015.0,542.608146445568,538.1365280371721,533.4149096287761,-0.1250000000001137,0.5499999999999545,False,,,,,,,,,
butterfly,2026-09-18 00:00:00,7035.0,7040.0,7045.0,515.7284359951924,512.4568175867964,507.13519917840046,-1.0249999999999773,-0.5499999999999545,True,,,,,,,,,
butterfly,2026-09-18 00:00:00,7045.0,7050.0,7055.0,507.13519917840046,503.21358077000457,498.09196236160864,-0.6000000000000227,-0.1500000000000341,True,,,,,,,,,
butterfly,2026-09-18 00:00:00,7055.0,7060.0,7070.0,498.09196236160864,494.6203439532127,485.72710713642084,-0.6499999999999773,-0.26666666666659467,True,,,,,,,,,
butterfly,2026-09-18 00:00:00,7070.0,7075.0,7090.0,485.72710713642084,481.35548872802485,468.04063350283707,-0.049999999999954525,0.35000000000002274,False,,,,,,,,,
butterfly,2026-09-18 00:00:00,7090.0,7100.0,7105.0,468.04063350283707,459.5973966860452,454.37577827764926,-0.6666666666666856,-0.2333333333333485,True,,,,,,,,,
butterfly,2026-09-18 00:00:00,7110.0,7120.0,7125.0,449.9541598692533,441.5109230524614,437.0393046440655,-0.16666666666662877,0.4333333333333371,False,,,,,,,,,
butterfly,2026-09-18 00:00:00,7130.0,7140.0,7150.0,432.7676862356696,425.22444941887767,415.8312126020858,-0.9249999999999545,-0.39999999999997726,True,,,,,,,,,
butterfly,2026-09-18 00:00:00,7170.0,7175.0,7195.0,398.89473896850205,395.7231205601061,377.93664692652237,-1.0200000000000387,-0.5,True,,,,,,,,,
butterfly,2026-09-18 00:00:00,7195.0,7200.0,7205.0,377.93664692652237,373.91502851812646,369.6434101097305,-0.12500000000005684,0.5999999999999659,False,,,,,,,,,
butterfly,2026-09-18 00:00:00,7225.0,7235.0,7240.0,353.1569364761468,345.2136996593549,340.892081250959,-0.23333333333329165,0.5000000000000568,False,,,,,,,,,
butterfly,2026-09-18 00:00:00,7240.0,7245.0,7250.0,340.892081250959,336.87046284256303,332.74884443416704,-0.05000000000001137,0.5500000000000114,False,,,,,,,,,
butterfly,2026-09-18 00:00:00,7250.0,7255.0,7260.0,332.74884443416704,328.82722602577115,324.7056076173752,-0.10000000000002274,0.6000000000000227,False,,,,,,,,,
butterfly,2026-09-18 00:00:00,7260.0,7270.0,7275.0,324.7056076173752,317.86237080058334,312.6907523921874,-1.1666666666666288,-0.6333333333333258,True,,,,,,,,,
butterfly,2026-09-18 00:00:00,7275.0,7280.0,7285.0,312.6907523921874,309.9191339837914,305.1975155753955,-0.9749999999999659,-0.4500000000000455,True,,,,,,,,,
butterfly,2026-09-18 00:00:00,7285.0,7300.0,7315.0,305.1975155753955,294.4326603502077,282.4678051250199,-0.6000000000000227,-0.14999999999997726,True,,,,,,,,,
butterfly,2026-09-18 00:00:00,7300.0,7315.0,7320.0,294.4326603502077,282.4678051250199,277.59618671662395,-0.6624999999999659,-0.19999999999998863,True,,,,,,,,,
butterfly,2026-09-18 00:00:00,7325.0,7350.0,7355.0,273.774568308228,255.91647626624837,252.2448578578524,-0.08333333333337123,0.3333333333333428,False,,,,,,,,,
butterfly,2026-09-18 00:00:00,7350.0,7355.0,7360.0,255.91647626624837,252.2448578578524,247.42323944945647,-0.5749999999999602,-0.0999999999999659,True,,,,,,,,,
butterfly,2026-09-18 00:00:00,7365.0,7370.0,7375.0,243.70162104106055,241.5800026326646,236.30838422426865,-1.5749999999999886,-0.9499999999999886,True,,,,,,,,,
butterfly,2026-09-18 00:00:00,7375.0,7385.0,7390.0,236.30838422426865,229.11514740747677,225.39352899908084,-0.08333333333331439,0.666666666666714,False,,,,,,,,,
butterfly,2026-09-18 00:00:00,7400.0,7405.0,7410.0,218.45029218228896,216.32867377389303,211.3570553654971,-1.424999999999983,-0.8499999999999659,True,,,,,,,,,
butterfly,2026-09-18 00:00:00,7420.0,7425.0,7430.0,204.2138185487052,202.39220014030928,197.42058173191336,-1.5749999999999886,-0.9499999999999886,True,,,,,,,,,
butterfly,2026-09-18 00:00:00,7440.0,7445.0,7450.0,190.57734491512147,187.85572650672555,184.88410809832962,-0.125,0.5999999999999943,False,,,,,,,,,
butterfly,2026-09-18 00:00:00,7445.0,7450.0,7455.0,187.85572650672555,184.88410809832962,180.51248968993366,-0.700000000000017,0.0,False,,,,,,,,,
butterfly,2026-09-18 00:00:00,7470.0,7475.0,7480.0,170.94763446474587,168.27601605634993,164.55439764795398,-0.5250000000000057,0.29999999999998295,False,,,,,,,,,
butterfly,2026-09-18 00:00:00,7485.0,7490.0,7495.0,161.38277923955803,158.8111608311621,155.18954242276618,-0.5250000000000057,0.20000000000001705,False,,,,,,,,,
butterfly,2026-09-18 00:00:00,7495.0,7500.0,7510.0,155.18954242276618,152.96792401437023,146.35000000000002,-0.724895732526079,-0.041562399192798694,True,,,,,,,,,
butterfly,2026-09-18 00:00:00,7520.0,7525.0,7530.0,140.4,137.45,134.0,-0.25,0.6000000000000227,False,,,,,,,,,
butterfly,2026-09-18 00:00:00,7530.0,7545.0,7550.0,134.0,127.35,124.5,-0.4749999999999943,0.025000000000005684,False,,,,,,,,,
butterfly,2026-09-18 00:00:00,7545.0,7550.0,7565.0,127.35,124.5,115.25,-0.17500000000001137,0.32499999999998863,False,,,,,,,,,
butterfly,2026-09-18 00:00:00,7570.0,7575.0,7580.0,112.45,110.9,108.3,-0.5250000000000057,0.04999999999999716,False,,,,,,,,,
butterfly,2026-09-18 00:00:00,7575.0,7580.0,7595.0,110.9,108.3,99.9,-0.14999999999999147,0.3999999999999915,False,,,,,,,,,
butterfly,2026-09-18 00:00:00,7595.0,7600.0,7605.0,99.9,98.65,95.05,-1.1750000000000114,-0.5,True,,,,,,,,,
butterfly,2026-09-18 00:00:00,7610.0,7615.0,7620.0,92.4,90.35,88.1,-0.09999999999999432,0.75,False,,,,,,,,,
butterfly,2026-09-18 00:00:00,7625.0,7630.0,7635.0,85.85,83.65,81.4,-0.025000000000005684,0.8499999999999943,False,,,,,,,,,
butterfly,2026-09-18 00:00:00,7670.0,7675.0,7680.0,67.25,65.4,63.45,-0.05000000000001137,0.6999999999999886,False,,,,,,,,,
butterfly,2026-09-18 00:00:00,7695.0,7700.0,7705.0,58.2,57.5,55.599999999999994,-0.6000000000000014,-0.09999999999999432,True,,,,,,,,,
butterfly,2026-09-18 00:00:00,7700.0,7705.0,7715.0,57.5,55.599999999999994,51.6,-0.06666666666666288,0.4000000000000057,False,,,,,,,,,
butterfly,2026-09-18 00:00:00,7715.0,7725.0,7740.0,51.6,49.3,44.900000000000006,-0.37999999999999545,0.14000000000000057,False,,,,,,,,,
butterfly,2026-09-18 00:00:00,7725.0,7740.0,7750.0,49.3,44.900000000000006,41.55,-0.2500000000000142,0.23999999999999488,False,,,,,,,,,
butterfly,2026-09-18 00:00:00,7750.0,7760.0,7770.0,41.55,39.8,37.2,-0.42499999999999716,0.04999999999999716,False,,,,,,,,,
butterfly,2026-09-18 00:00:00,7760.0,7770.0,7775.0,39.8,37.2,35.3,-0.4000000000000057,0.06666666666666998,False,,,,,,,,,
butterfly,2026-09-18 00:00:00,7775.0,7780.0,7790.0,35.3,34.8,31.950000000000003,-0.61666666666666,-0.13333333333333286,True,,,,,,,,,
butterfly,2026-09-18 00:00:00,7790.0,7800.0,7810.0,31.950000000000003,30.1,27.75,-0.25,0.3500000000000014,False,,,,,,,,,
butterfly,2026-09-18 00:00:00,7810.0,7820.0,7825.0,27.75,26.549999999999997,25.65,-0.19999999999999574,0.1666666666666714,False,,,,,,,,,
butterfly,2026-09-18 00:00:00,7820.0,7825.0,7830.0,26.549999999999997,25.65,24.7,-0.02499999999999858,0.29999999999999716,False,,,,,,,,,
butterfly,2026-09-18 00:00:00,7840.0,7850.0,7870.0,23.15,21.65,18.35,-0.09999999999999787,0.23333333333333428,False,,,,,,,,,
butterfly,2026-09-18 00:00:00,7870.0,7875.0,7880.0,18.35,17.8,17.1,-0.07499999999999929,0.3999999999999986,False,,,,,,,,,
butterfly,2026-09-18 00:00:00,7890.0,7900.0,7920.0,16.0,15.2,13.15,-0.14999999999999858,0.23333333333333428,False,,,,,,,,,
butterfly,2026-09-18 00:00:00,7900.0,7920.0,7925.0,15.2,13.15,12.399999999999999,-0.1899999999999995,0.16000000000000014,False,,,,,,,,,
butterfly,2026-09-18 00:00:00,7925.0,7930.0,7940.0,12.399999999999999,12.25,11.5,-0.15000000000000036,0.1999999999999993,False,,,,,,,,,
butterfly,2026-09-18 00:00:00,7930.0,7940.0,7950.0,12.25,11.5,10.3,-0.22499999999999964,0.14999999999999858,False,,,,,,,,,
butterfly,2026-09-18 00:00:00,7960.0,7970.0,7975.0,9.65,9.3,9.05,-0.05000000000000071,0.3333333333333339,False,,,,,,,,,
butterfly,2026-09-18 00:00:00,7970.0,7975.0,7990.0,9.3,9.05,8.100000000000001,-0.05000000000000071,0.29999999999999893,False,,,,,,,,,
butterfly,2026-09-18 00:00:00,8000.0,8010.0,8025.0,7.550000000000001,7.1,6.35,-0.02999999999999936,0.3200000000000003,False,,,,,,,,,
butterfly,2026-09-18 00:00:00,8010.0,8025.0,8030.0,7.1,6.35,6.0,-0.07499999999999929,0.27500000000000036,False,,,,,,,,,
butterfly,2026-09-18 00:00:00,8030.0,8040.0,8050.0,6.0,5.800000000000001,5.25,-0.1750000000000007,0.10000000000000053,False,,,,,,,,,
butterfly,2026-09-18 00:00:00,8175.0,8200.0,8250.0,2.625,2.4,1.7999999999999998,-0.04999999999999982,0.16666666666666696,False,,,,,,,,,
butterfly,2026-09-18 00:00:00,8375.0,8400.0,8425.0,1.125,1.075,0.95,-0.03749999999999987,0.125,False,,,,,,,,,
butterfly,2026-09-18 00:00:00,8425.0,8450.0,8475.0,0.95,0.9,0.825,-0.012500000000000067,0.17500000000000004,False,,,,,,,,,
butterfly,2026-09-18 00:00:00,8800.0,8900.0,9000.0,0.35,0.325,0.275,-0.012500000000000011,0.15000000000000002,False,,,,,,,,,
butterfly,2026-09-18 00:00:00,9100.0,9200.0,9400.0,0.22499999999999998,0.22499999999999998,0.175,-0.016666666666666663,0.16666666666666666,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,5250.0,5300.0,5325.0,2254.5668212717324,2205.197794064149,2180.4882804603576,-0.016666666666424135,0.23333333333312112,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,5400.0,5425.0,5450.0,2106.359739648983,2081.7502260451915,2056.9907124414,-0.07500000000027285,0.15000000000009095,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,5500.0,5550.0,5575.0,2007.6716852338163,1958.4526580262332,1933.7931444224416,-0.03333333333307564,0.16666666666674246,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,5600.0,5675.0,5700.0,1909.13363081865,1835.2550900072754,1810.5955764034836,-0.02500000000009095,0.1750000000001819,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,5700.0,5750.0,5775.0,1810.5955764034836,1761.4265491959006,1736.817035592109,-0.01666666666665151,0.2333333333333485,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,5775.0,5800.0,5825.0,1736.817035592109,1712.3075219883174,1687.6980083845258,-0.049999999999954525,0.20000000000004547,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,5875.0,5890.0,5900.0,1638.5789811769425,1623.9132730146675,1614.0194675731511,-0.06999999999970896,0.18000000000006366,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,5900.0,5925.0,5935.0,1614.0194675731511,1589.5599539693594,1579.716148527843,-0.04285714285697395,0.15714285714284415,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,5950.0,5975.0,5990.0,1564.9504403655678,1540.5409267617763,1525.8252185995013,-0.043750000000045475,0.17499999999995453,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,5990.0,6000.0,6025.0,1525.8252185995013,1516.0314131579846,1491.5218995541932,-0.007142857142753201,0.24285714285701943,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,6000.0,6025.0,6030.0,1516.0314131579846,1491.5218995541932,1486.5999968334347,-0.016666666666878882,0.2333333333333485,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,6050.0,6075.0,6100.0,1467.0123859504015,1442.75287234661,1418.3433587428183,-0.07500000000004547,0.20000000000004547,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,6075.0,6100.0,6125.0,1442.75287234661,1418.3433587428183,1393.8838451390268,-0.024999999999863576,0.25,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,6125.0,6130.0,6150.0,1393.8838451390268,1389.0119424182683,1369.4743315352353,-0.009999999999990905,0.37999999999988177,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,6175.0,6200.0,6210.0,1345.0648179314437,1320.855304327652,1310.9614988861351,-0.15000000000009095,0.19999999999959073,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,6210.0,6225.0,6250.0,1310.9614988861351,1296.5457907238604,1272.0862771200686,-0.16250000000013642,0.23749999999949978,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,6250.0,6275.0,6300.0,1272.0862771200686,1248.026763516277,1223.5672499124855,-0.20000000000004547,0.20000000000027285,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,6325.0,6340.0,6350.0,1199.457736308694,1185.0920281464191,1175.3982227049023,-0.07000000000016371,0.2799999999999727,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,6340.0,6350.0,6365.0,1185.0920281464191,1175.3982227049023,1160.7825145426275,-0.02999999999974534,0.3000000000001819,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,6375.0,6380.0,6385.0,1151.1387091011106,1146.5168063803526,1141.4949036595942,-0.20000000000027285,0.14999999999986358,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,6385.0,6400.0,6425.0,1141.4949036595942,1127.1291954973192,1102.9196818935275,-0.09999999999990905,0.25,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,6450.0,6455.0,6485.0,1079.0601682897359,1074.3382655689777,1045.4068492444278,-0.08571428571440265,0.271428571428487,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,6485.0,6490.0,6495.0,1045.4068492444278,1040.6849465236696,1035.7130438029112,-0.125,0.20000000000004547,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,6495.0,6500.0,6505.0,1035.7130438029112,1031.091141082153,1026.3692383613945,-0.049999999999954525,0.2999999999999545,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,6500.0,6505.0,6510.0,1031.091141082153,1026.3692383613945,1021.5973356406362,-0.024999999999863576,0.3000000000001819,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,6510.0,6515.0,6520.0,1021.5973356406362,1016.8754329198779,1011.8035301991197,-0.17499999999995453,0.20000000000004547,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,6550.0,6560.0,6565.0,983.2721138745696,973.878308433053,968.9564057122948,-0.14999999999986358,0.20000000000015916,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,6575.0,6585.0,6600.0,959.312600270778,949.9187948292615,935.6030866669864,-0.09000000000014552,0.2400000000000091,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,6600.0,6610.0,6620.0,935.6030866669864,926.4092812254698,916.7154757839531,-0.25,0.10000000000002274,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,6620.0,6625.0,6630.0,916.7154757839531,912.1935730631949,907.4716703424366,-0.10000000000002274,0.25,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,6630.0,6650.0,6660.0,907.4716703424366,888.7340594594033,879.0402540178867,-0.2166666666665833,0.13333333333332575,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,6685.0,6690.0,6695.0,855.6807404140951,851.0088376933369,846.0869349725784,-0.1250000000001137,0.1999999999999318,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,6695.0,6700.0,6715.0,846.0869349725784,841.5650322518202,827.4993240895452,-0.1250000000001137,0.22500000000013642,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,6700.0,6715.0,6725.0,841.5650322518202,827.4993240895452,818.1055186480286,-0.009999999999990905,0.33999999999991815,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,6715.0,6725.0,6730.0,827.4993240895452,818.1055186480286,813.3836159272703,-0.01666666666653782,0.33333333333325754,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,6735.0,6740.0,6745.0,808.761713206512,804.2898104857536,799.5679077649953,-0.125,0.20000000000004547,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,6750.0,6755.0,6775.0,794.896005044237,790.2741023234787,771.6864914404454,-0.01999999999998181,0.2400000000000091,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,6775.0,6780.0,6785.0,771.6864914404454,767.1645887196871,762.2926859989288,-0.17499999999995453,0.20000000000004547,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,6785.0,6795.0,6800.0,762.2926859989288,753.1488805574121,748.4769778366538,-0.06666666666660603,0.3333333333334849,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,6795.0,6800.0,6805.0,753.1488805574121,748.4769778366538,743.5050751158955,-0.14999999999997726,0.25,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,6805.0,6810.0,6815.0,743.5050751158955,739.3831723951372,734.7612696743788,-0.2500000000001137,0.09999999999990905,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,6850.0,6860.0,6870.0,702.5079506290706,693.4141451875539,684.0703397460373,-0.125,0.2500000000001137,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,6860.0,6870.0,6875.0,693.4141451875539,684.0703397460373,679.1984370252791,-0.13333333333332575,0.2666666666667652,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,6875.0,6890.0,6900.0,679.1984370252791,666.082728863004,656.9389234214875,-0.2399999999998954,0.15999999999996817,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,6900.0,6910.0,6925.0,656.9389234214875,648.0451179799708,634.3794098176959,-0.12999999999988177,0.32000000000005,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,6910.0,6925.0,6930.0,648.0451179799708,634.3794098176959,629.7075070969375,-0.08750000000009095,0.3250000000000455,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,6930.0,6940.0,6945.0,629.7075070969375,621.0637016554209,615.9917989346626,-0.5,-0.09999999999990905,True,,,,,,,,,
butterfly,2026-09-30 00:00:00,6945.0,6950.0,6970.0,615.9917989346626,611.9198962139043,594.032285330871,-0.32000000000005,0.07999999999992724,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,7000.0,7005.0,7020.0,567.3008690063211,563.0789662855627,549.7632581232879,-0.16249999999990905,0.20000000000004547,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,7005.0,7020.0,7025.0,563.0789662855627,549.7632581232879,545.2413554025295,-0.0625,0.375,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,7025.0,7030.0,7035.0,545.2413554025295,540.9694526817711,536.5475499610128,-0.07500000000004547,0.35000000000002274,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,7035.0,7040.0,7045.0,536.5475499610128,532.3756472402546,527.5537445194961,-0.32500000000015916,0.049999999999954525,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,7050.0,7055.0,7060.0,523.1818417987379,519.3599390779796,514.7880363572212,-0.375,0.10000000000002274,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,7070.0,7075.0,7090.0,506.09423091570466,502.0723281949463,488.9066200326714,-0.27499999999997726,0.25,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,7090.0,7100.0,7105.0,488.9066200326714,480.31281459115473,475.9909118703964,-0.01666666666665151,0.43333333333339397,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,7100.0,7105.0,7120.0,480.31281459115473,475.9909118703964,462.92520370812144,-0.024999999999977263,0.4250000000000682,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,7120.0,7125.0,7130.0,462.92520370812144,459.1033009873631,454.88139826660483,-0.19999999999998863,0.24999999999994316,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,7130.0,7135.0,7140.0,454.88139826660483,450.8594955458465,446.2875928250882,-0.2750000000000341,0.14999999999997726,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,7150.0,7155.0,7165.0,437.9437873835716,433.77188466281325,425.2780792212966,-0.05000000000001137,0.36666666666667425,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,7175.0,7180.0,7190.0,416.78427377978,413.26237105902163,404.568565617505,-0.5500000000000114,-0.0999999999999659,True,,,,,,,,,
butterfly,2026-09-30 00:00:00,7200.0,7205.0,7210.0,396.47476017598837,392.50285745523007,388.38095473447174,-0.07499999999998863,0.4000000000000341,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,7210.0,7240.0,7250.0,388.38095473447174,364.54953840992187,356.0057329684052,-0.4500000000000455,-0.05000000000001137,True,,,,,,,,,
butterfly,2026-09-30 00:00:00,7265.0,7270.0,7275.0,344.24002480613024,340.3681220853719,336.4462193646136,-0.024999999999977263,0.44999999999998863,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,7335.0,7340.0,7345.0,290.1333867155138,286.56148399475546,282.58958127399717,-0.19999999999998863,0.30000000000001137,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,7345.0,7350.0,7375.0,282.58958127399717,279.06767855323886,260.7081649494473,-0.125,0.4333333333333371,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,7375.0,7380.0,7400.0,260.7081649494473,257.186262228689,242.94865134565566,-0.03000000000002956,0.5199999999999818,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,7415.0,7425.0,7450.0,232.28294318338072,225.4391377418641,208.27962413807248,-0.014285714285733775,0.4857142857142662,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,7450.0,7455.0,7475.0,208.27962413807248,205.25772141731414,192.2201105342809,-0.1899999999999693,0.3599999999999852,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,7475.0,7480.0,7500.0,192.2201105342809,189.69820781352257,176.5105969304893,-0.6200000000000045,-0.060000000000002274,True,,,,,,,,,
butterfly,2026-09-30 00:00:00,7515.0,7525.0,7530.0,167.5,161.65,158.55,-0.11666666666664582,0.4000000000000057,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,7525.0,7530.0,7545.0,161.65,158.55,149.15,-0.025000000000005684,0.4749999999999943,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,7545.0,7550.0,7570.0,149.15,146.5,135.5,-0.07999999999998408,0.4800000000000182,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,7625.0,7630.0,7640.0,107.9,105.65,101.05,-0.03333333333333144,0.5,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,7630.0,7640.0,7645.0,105.65,101.05,98.65,-0.06666666666664867,0.43333333333335133,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,7650.0,7655.0,7660.0,96.35,94.25,91.95,-0.09999999999999432,0.4000000000000057,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,7690.0,7695.0,7700.0,79.65,77.75,75.8,-0.025000000000005684,0.45000000000000284,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,7775.0,7790.0,7800.0,51.05,47.0,44.2,-0.060000000000002274,0.35999999999999943,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,7820.0,7840.0,7850.0,39.65,35.3,33.0,-0.0833333333333286,0.3333333333333357,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,7875.0,7880.0,7890.0,28.5,27.7,26.0,-0.03333333333333144,0.36666666666666714,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,7950.0,7975.0,7985.0,18.0,15.5,14.35,-0.10714285714285765,0.25714285714285623,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,7985.0,7990.0,8000.0,14.35,14.0,13.15,-0.05000000000000071,0.20000000000000107,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,8025.0,8035.0,8050.0,11.35,10.7,9.65,-0.02999999999999936,0.3200000000000003,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,8200.0,8205.0,8225.0,4.15,4.1,3.7,-0.03999999999999915,0.1999999999999993,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,8350.0,8400.0,8430.0,2.125,1.775,1.5499999999999998,-0.009374999999999911,0.15625000000000022,False,,,,,,,,,
butterfly,2026-09-30 00:00:00,8450.0,8460.0,8500.0,1.4500000000000002,1.425,1.225,-0.020000000000000018,0.15000000000000013,False,,,,,,,,,
butterfly,2026-10-16 00:00:00,5375.0,5400.0,5425.0,2139.8274354934892,2115.4704223427298,2090.8634091919707,-0.125,0.20000000000027285,False,,,,,,,,,
butterfly,2026-10-16 00:00:00,5475.0,5500.0,5525.0,2041.8493828904525,2017.442369739693,1992.885356588934,-0.0749999999998181,0.25,False,,,,,,,,,
butterfly,2026-10-16 00:00:00,5625.0,5650.0,5675.0,1895.0573039858973,1870.700290835138,1846.193277684379,-0.07500000000004547,0.2500000000002274,False,,,,,,,,,
butterfly,2026-10-16 00:00:00,5700.0,5725.0,5750.0,1821.7862645336197,1797.4292513828605,1773.0222382321012,-0.02500000000009095,0.3000000000001819,False,,,,,,,,,
butterfly,2026-10-16 00:00:00,5825.0,5850.0,5875.0,1699.9011987798237,1675.8441856290642,1651.2371724783052,-0.2749999999996362,0.049999999999954525,False,,,,,,,,,
butterfly,2026-10-16 00:00:00,5875.0,5900.0,5925.0,1651.2371724783052,1627.180159327546,1602.6731461767868,-0.22500000000013642,0.049999999999954525,False,,,,,,,,,
butterfly,2026-10-16 00:00:00,5975.0,6000.0,6025.0,1554.1091198752686,1530.2021067245091,1505.59509357375,-0.34999999999990905,0.0,False,,,,,,,,,
butterfly,2026-10-16 00:00:00,6025.0,6050.0,6075.0,1505.59509357375,1481.7880804229908,1457.3310672722316,-0.3249999999998181,-2.2737367544323206e-13,False,,,,,,,,,
butterfly,2026-10-16 00:00:00,6075.0,6100.0,6125.0,1457.3310672722316,1433.3740541214725,1409.0170409707132,-0.20000000000004547,0.09999999999990905,False,,,,,,,,,
butterfly,2026-10-16 00:00:00,6140.0,6175.0,6180.0,1394.5628330802576,1360.9530146691948,1356.0516120390428,-0.08750000000009095,0.2624999999998181,False,,,,,,,,,
butterfly,2026-10-16 00:00:00,6210.0,6220.0,6225.0,1327.193196258132,1317.6903909978282,1312.8389883676764,-0.06666666666660603,0.33333333333325754,False,,,,,,,,,
butterfly,2026-10-16 00:00:00,6240.0,6250.0,6260.0,1298.3347804772209,1289.2319752169171,1279.2291699566135,-0.4500000000000455,-0.09999999999990905,True,,,,,,,,,
butterfly,2026-10-16 00:00:00,6260.0,6275.0,6280.0,1279.2291699566135,1264.8749620661579,1260.023559436006,-0.049999999999954525,0.32500000000027285,False,,,,,,,,,
butterfly,2026-10-16 00:00:00,6280.0,6300.0,6325.0,1260.023559436006,1241.0179489153988,1217.0109357646397,-0.11111111111108585,0.26666666666642413,False,,,,,,,,,
butterfly,2026-10-16 00:00:00,6330.0,6340.0,6350.0,1212.3095331344878,1202.906727874184,1193.3039226138803,-0.09999999999990905,0.34999999999990905,False,,,,,,,,,
butterfly,2026-10-16 00:00:00,6390.0,6400.0,6420.0,1155.2427015726657,1146.2398963123621,1126.8342857917546,-0.46666666666692436,-0.06666666666660603,True,,,,,,,,,
butterfly,2026-10-16 00:00:00,6420.0,6425.0,6430.0,1126.8342857917546,1122.1328831616026,1117.281480531451,-0.0749999999998181,0.3500000000001364,False,,,,,,,,,
butterfly,2026-10-16 00:00:00,6430.0,6440.0,6450.0,1117.281480531451,1107.9286752711473,1098.3258700108436,-0.125,0.25,False,,,,,,,,,
